coin,current_price,1h,price_change_percentage_24h,7d,total_volume,market_cap,date,liquidity_ratio,volatility_range,price_change_ratio,cap_per_supply,liquidity_level
Tokemak,25.32,0.03,0.076,-0.004,6123881.0,292863833.0,2022-03-16,0.020910335486867715,0,0.0030015797788309636,0,Medium
Nano,2.2,-0.006,0.288,0.312,109830513.0,292516870.0,2022-03-16,0.37546727817783637,0,0.1309090909090909,0,High
Tenset,3.3,0.016,0.03,0.434,3059468.0,289328276.0,2022-03-16,0.010574382989099898,0,0.00909090909090909,0,Low
PlayDapp,0.797778,0.021,0.04,-0.013,17641285.0,288940736.0,2022-03-16,0.06105502894545129,0,0.050139261799648525,0,Medium
SafeMoon [OLD],5.06313e-07,0.02,0.025,0.003,3503.42,277800683.0,2022-03-16,1.2611272089637015e-05,0,49376.57140938511,0,Low
Ronin,1.86,0.023,0.0289999999999999,-0.004,2243276.0,276423433.0,2022-03-16,0.008115361189367763,0,0.015591397849462311,0,Low
Persistence,3.3,0.012,0.045,0.038,2580206.0,273550379.0,2022-03-16,0.00943228815632531,0,0.013636363636363637,0,Low
Radio Caca,0.001341144021,0.0279999999999999,0.0409999999999999,0.099,15540182.0,273386276.0,2022-03-16,0.056843314256199165,0,30.57091509786472,0,Medium
Pirate Chain,1.44,0.023,0.0279999999999999,0.312,1431339.0,269625697.0,2022-03-16,0.005308614927752973,0,0.019444444444444375,0,Low
MAI,0.99909,0.002,0.006,0.002,11703582.0,269555684.0,2022-03-16,0.04341804938529881,0,0.006005464973125544,0,Medium
Casper Network,0.063408018304,0.023,0.1009999999999999,0.019,11186869.0,262580070.0,2022-03-16,0.04260364847949046,0,1.5928584854327241,0,Medium
Everscale,0.191627,-0.011,-0.009,0.001,6416.99,261949792.0,2022-03-16,2.4497022696624243e-05,0,-0.04696624170915372,0,Low
SXP,1.34,0.022,0.059,0.038,71885529.0,258788391.0,2022-03-16,0.27777725547202,0,0.04402985074626865,0,High
Floki Inu,2.8340322e-05,0.04,0.042,-0.037,6481180.0,257703958.0,2022-03-16,0.025149710739017832,0,1481.9873959089102,0,Medium
Zenon,5.35,0.011,0.025,-0.019,42667.91,257245207.0,2022-03-16,0.00016586474242841773,0,0.004672897196261683,0,Low
Injective,5.33,0.027,0.024,0.021,16026155.0,256116913.0,2022-03-16,0.06257359114741477,0,0.00450281425891182,0,High
MXC,0.104299,-0.0,0.031,0.175,21346445.0,255853059.0,2022-03-16,0.08343244002409993,0,0.2972224086520484,0,High
WINkLink,0.00026633365,0.011,0.02,-0.009,126343198.0,255157055.0,2022-03-16,0.4951585524452773,0,75.09377804869945,0,High
WazirX,0.558123,0.012,-0.002,-0.073,7071983.0,254216018.0,2022-03-16,0.02781879385743506,0,-0.003583439492728305,0,Medium
Perpetual Protocol,3.85,0.019,0.012,-0.009,8343005.0,251018197.0,2022-03-16,0.033236654153802246,0,0.003116883116883117,0,Medium
Mobox,2.04,0.026,-0.024,0.06,38070293.0,250469440.0,2022-03-16,0.15199576044087454,0,-0.011764705882352941,0,High
Astroport,2.02,0.034,-0.001,0.396,5991169.0,249658255.0,2022-03-16,0.02399748007531335,0,-0.0004950495049504951,0,Medium
Trust Wallet Token,0.721272,0.026,-0.084,0.065,45061838.0,248213542.0,2022-03-16,0.18154463949432703,0,-0.116460919043024,0,High
Serum,1.87,0.02,0.026,0.034,40405418.0,247791442.0,2022-03-16,0.1630622013168639,0,0.01390374331550802,0,High
Coin98,1.34,0.024,0.035,0.066,52212880.0,247303702.0,2022-03-16,0.21112858229675835,0,0.02611940298507463,0,High
Mirror Protocol,1.71,0.016,-0.046,0.13,109251651.0,247146075.0,2022-03-16,0.44205294783661847,0,-0.026900584795321637,0,High
Zipmex Token,2.79,-0.002,0.004,-0.005,14206660.0,246790193.0,2022-03-16,0.057565739656437645,0,0.0014336917562724014,0,Medium
Tribe,0.543192,0.011,0.01,0.0289999999999999,8017450.0,246535822.0,2022-03-16,0.03252042617968921,0,0.018409696755475043,0,Medium
VVS Finance,2.2321211e-05,0.018,0.022,-0.087,3849460.0,235411080.0,2022-03-16,0.016352076546269616,0,985.6096069339607,0,Medium
Metahero,0.045156504195,0.023,0.034,-0.106,8366250.0,233755062.0,2022-03-16,0.035790668781324614,0,0.7529369380140079,0,Medium
Creditcoin,1.14,0.015,0.015,0.023,3179625.0,233390471.0,2022-03-16,0.01362362819003009,0,0.013157894736842106,0,Low
Lido Staked SOL,87.91,0.024,0.013,0.04,4624558.0,233265607.0,2022-03-16,0.019825288689043645,0,0.0001478785121146627,0,Medium
API3,4.7,0.0279999999999999,-0.008,-0.1009999999999999,29731985.0,230984150.0,2022-03-16,0.12871872377390398,0,-0.001702127659574468,0,High
Escoin Token,3.37,0.024,0.021,0.051,685965.0,228752259.0,2022-03-16,0.0029987244847273836,0,0.006231454005934718,0,Low
Function X,0.488809,0.019,0.005,-0.005,2065790.0,228173732.0,2022-03-16,0.009053583784131645,0,0.010228944229750271,0,Low
Raydium,2.51,0.013,0.0559999999999999,0.035,33025947.0,227133027.0,2022-03-16,0.14540354362467947,0,0.022310756972111514,0,High
CoinEx Token,0.061152343679,0.005,0.035,0.072,862651.0,226665111.0,2022-03-16,0.0038058393556651073,0,0.5723411057427578,0,Low
Euro Tether,1.1,0.004,0.008,0.012,25282592.0,226370344.0,2022-03-16,0.11168685594257877,0,0.007272727272727273,0,High
Fetch.ai,0.327851,0.022,0.0069999999999999,0.024,21546674.0,224454559.0,2022-03-16,0.09599570664100433,0,0.021351162570801677,0,High
Dent,0.002351313514,0.023,0.017,0.008,18982568.0,223840664.0,2022-03-16,0.08480392999549001,0,7.230001400825531,0,High
Chia,65.15,0.012,-0.021,-0.084,10252044.0,221396095.0,2022-03-16,0.046306345195474205,0,-0.0003223330775134305,0,Medium
Status,0.056745127667,0.012,0.0069999999999999,-0.034,7688360.0,219753630.0,2022-03-16,0.03498627076148867,0,0.1233586087087215,0,Medium
Power Ledger,0.503878,0.01,0.005,-0.023,32211271.0,216689443.0,2022-03-16,0.14865177811177446,0,0.009923036925605007,0,High
Medibloc,0.040119247871,0.011,0.025,0.025,7724520.0,215001420.0,2022-03-16,0.03592776270966024,0,0.6231422902140479,0,Medium
xSUSHI,3.8,0.002,0.033,0.055,107293.0,213613208.0,2022-03-16,0.0005022769940330656,0,0.00868421052631579,0,Low
Chromia,0.37938,0.0289999999999999,0.045,0.031,58407751.0,213564555.0,2022-03-16,0.2734899103458437,0,0.11861458168590859,0,High
Yield Guild Games,2.43,0.027,0.009,-0.057,17537941.0,212099797.0,2022-03-16,0.08268721256720486,0,0.003703703703703703,0,High
Telos,0.819159,0.02,0.052,-0.096,4398496.0,212084558.0,2022-03-16,0.020739350575443592,0,0.06347973958657599,0,Medium
COTI,0.201515,0.017,0.048,0.008,15582614.0,210898806.0,2022-03-16,0.07388668667948742,0,0.2381956678162916,0,High
Alchemix USD,0.997171,-0.001,-0.001,0.0,3032734.0,208898318.0,2022-03-16,0.01451775212474425,0,-0.0010028370259464023,0,Low
Celer Network,0.037068909834,0.0289999999999999,0.0279999999999999,-0.003,35862409.0,208463091.0,2022-03-16,0.17203241508109463,0,0.7553499718601921,0,High
Orbs,0.072194784903,0.006,0.02,0.023,28204447.0,208178410.0,2022-03-16,0.13548209442083836,0,0.27702832035404973,0,High
Vulcan Forged,8.73,0.027,0.039,-0.044,38526780.0,207895650.0,2022-03-16,0.18531787461642416,0,0.004467353951890034,0,High
Energy Web Token,4.91,0.015,-0.009,0.042,2224285.0,205388247.0,2022-03-16,0.010829660569623539,0,-0.0018329938900203664,0,Low
Astar,0.10323,0.009,0.0069999999999999,0.032,7991761.0,205235595.0,2022-03-16,0.038939449075585546,0,0.0678097452290991,0,Medium
Origin Protocol,0.434115,0.0069999999999999,-0.068,0.612,182478529.0,205164994.0,2022-03-16,0.8894233145835785,0,-0.1566405215207952,0,High
Cratos,0.002952176693,-0.009,-0.037,-0.13,13535131.0,203670465.0,2022-03-16,0.06645603229707361,0,-12.533125164131222,0,High
Ocean Protocol,0.469383,0.0279999999999999,0.051,0.074,22022827.0,202627972.0,2022-03-16,0.10868601596624576,0,0.1086532746179559,0,High
XYO Network,0.016347118202,0.001,0.009,-0.032,4569339.0,202482367.0,2022-03-16,0.022566602058736306,0,0.5505557547689897,0,Medium
Dopex,1126.14,0.034,0.006,0.031,4629323.0,200498616.0,2022-03-16,0.02308905214587616,0,5.3279343598486864e-06,0,Medium
PLEX,0.815228,0.013,0.0279999999999999,-0.008,15377424.0,198958494.0,2022-03-16,0.0772896079520988,0,0.034346219707860746,0,High
LUKSO Token,13.05,0.016,0.015,-0.001,1147300.0,198688328.0,2022-03-16,0.005774370399855597,0,0.0011494252873563218,0,Low
DAO Maker,2.19,0.012,-0.01,-0.042,3559341.0,196210425.0,2022-03-16,0.018140427553734722,0,-0.004566210045662101,0,Medium
Boba Network,1.21,0.0069999999999999,0.061,0.136,4382013.0,192933914.0,2022-03-16,0.022712507662079565,0,0.050413223140495865,0,Medium
Mdex,0.223833,0.018,0.0289999999999999,0.051,7274677.0,192821569.0,2022-03-16,0.03772750651147331,0,0.12956087797599058,0,Medium
UFO Gaming,7.530048e-06,0.03,0.033,-0.009,5098371.0,191533622.0,2022-03-16,0.026618673769976533,0,4382.442183635483,0,Medium
Ardor,0.192938,0.0139999999999999,0.02,-0.011,6272018.0,191059042.0,2022-03-16,0.03282764288119899,0,0.10366024318693053,0,Medium
Pundi X,0.740085,0.0139999999999999,0.022,-0.006,4296268.0,190637766.0,2022-03-16,0.022536290107386173,0,0.02972631522054899,0,Medium
Mask Network,4.05,0.032,0.07,0.023,46857218.0,189430950.0,2022-03-16,0.24735777337335846,0,0.017283950617283952,0,High
Kyber Network Crystal Legacy,3.07,0.025,0.02,-0.0,191301772.0,189342359.0,2022-03-16,1.0103485190020263,0,0.006514657980456026,0,High
Interest Bearing Bitcoin,40647.97,0.019,0.023,0.052,3253.9,187618251.0,2022-03-16,1.7343195465562677e-05,0,5.658339149531945e-07,0,Low
Coinmetro,0.609647,0.005,-0.055,-0.017,54700.31,184318822.0,2022-03-16,0.00029677007158823964,0,-0.09021614147203216,0,Low
MX Token,1.86,0.016,0.017,0.0289999999999999,380193.0,184031159.0,2022-03-16,0.0020659164571147433,0,0.00913978494623656,0,Low
Reserve Rights Token,0.013806375745,0.015,0.136,0.133,58160962.0,182389151.0,2022-03-16,0.3188838901936662,0,9.850521419370512,0,High
Radicle,4.43,0.018,0.016,0.021,5082786.0,182383890.0,2022-03-16,0.027868612737671074,0,0.003611738148984199,0,Medium
Conflux,0.116231,0.02,0.0069999999999999,-0.072,4957635.0,180397101.0,2022-03-16,0.02748178863472978,0,0.060224896972407536,0,Medium
Wonderland,196.83,0.017,0.011,-0.085,1483133.0,179963381.0,2022-03-16,0.008241304379583755,0,5.588578976781994e-05,0,Low
XSGD,0.73676,0.004,0.004,0.006,4120965.0,179572544.0,2022-03-16,0.022948747666012907,0,0.0054291763939410395,0,Medium
MiL.k Alliance,0.81278,0.012,0.0289999999999999,0.0279999999999999,6771412.0,179537968.0,2022-03-16,0.03771576606013498,0,0.03568001181131414,0,Medium
Civic,0.268256,0.024,0.0559999999999999,0.032,15009057.0,179389403.0,2022-03-16,0.08366746724721527,0,0.20875581534056983,0,High
Unibright,1.18,0.022,0.176,0.654,2875621.0,177414204.0,2022-03-16,0.016208516202006012,0,0.14915254237288136,0,Medium
Aragon,4.62,0.027,0.05,0.051,31404911.0,176410722.0,2022-03-16,0.1780215547216002,0,0.010822510822510822,0,High
Yoshi.exchange,1.34,0.038,0.135,0.244,3113291.0,173731724.0,2022-03-16,0.017920106520096468,0,0.10074626865671642,0,Medium
SuperFarm,0.606166,0.025,0.012,0.023,15865086.0,173202752.0,2022-03-16,0.09159834827566712,0,0.01979655737867185,0,High
Divi,0.06259333954,-0.003,0.057,-0.0409999999999999,232874.0,172881299.0,2022-03-16,0.0013470167181008977,0,0.9106400204701397,0,Low
BTSE Token,8.42,0.006,0.012,0.127,1644847.0,170044358.0,2022-03-16,0.00967304660587445,0,0.0014251781472684087,0,Low
GMX,22.78,0.0279999999999999,0.038,-0.062,3864455.0,168867621.0,2022-03-16,0.0228845232562375,0,0.001668129938542581,0,Medium
Request,0.218404,0.018,-0.001,0.122,18881863.0,168625356.0,2022-03-16,0.11197522986993723,0,-0.004578670720316478,0,High
Multichain,9.19,0.0139999999999999,0.049,-0.195,1481745.0,168453270.0,2022-03-16,0.008796178311053266,0,0.005331882480957563,0,Low
Ergo,3.26,0.006,0.004,0.0819999999999999,945449.0,168320273.0,2022-03-16,0.005616964511458462,0,0.001226993865030675,0,Low
Rari Governance Token,14.92,0.021,-0.025,0.02,590959.0,167699043.0,2022-03-16,0.00352392589384067,0,-0.001675603217158177,0,Low
FEG Token BSC,3.984e-09,0.0279999999999999,0.0,0.05,505356.0,166612893.0,2022-03-16,0.0030331146101640525,0,0.0,0,Low
Alchemy Pay,0.040564968565,0.018,0.035,-0.003,9350241.0,166194387.0,2022-03-16,0.056260871192960325,0,0.8628134382482543,0,Medium
Numeraire,28.13,0.013,0.027,0.0,5247599.0,165855215.0,2022-03-16,0.031639638223012766,0,0.0009598293636686811,0,Medium
Power Cash,0.000548739722,-0.01,-0.023,-0.0069999999999999,107256.0,164420955.0,2022-03-16,0.0006523256114161361,0,-41.91422468228025,0,Low
Moonriver,48.85,0.021,-0.025,-0.062,23687001.0,163974343.0,2022-03-16,0.14445553229019495,0,-0.0005117707267144319,0,High
sBTC,40609.35,0.02,0.026,0.054,1195100.0,162541982.0,2022-03-16,0.0073525619984134314,0,6.402466427066673e-07,0,Low
Cartesi,0.311626,0.02,-0.01,0.02,16935581.0,161866858.0,2022-03-16,0.1046266123235678,0,-0.032089748608909396,0,High
JOE,0.883671,0.032,0.035,-0.0969999999999999,8255024.0,161542087.0,2022-03-16,0.05110138263844517,0,0.039607500981700204,0,Medium
Veritaseum,75.29,0.034,0.502,0.4,128316.0,161292251.0,2022-03-16,0.0007955496882488173,0,0.006667552131757205,0,Low
Bifrost,0.149179,0.013,0.017,0.01,1366910.0,157313585.0,2022-03-16,0.008689077933097767,0,0.11395705829909036,0,Low
inSure DeFi,0.005989952985,0.025,0.121,0.163,1229192.0,156870603.0,2022-03-16,0.007835706477140271,0,20.20049244176163,0,Low
Aurora,6.85,-0.001,-0.02,-0.059,1292731.0,155499279.0,2022-03-16,0.00831342118312973,0,-0.0029197080291970805,0,Low
AscendEx Token,0.210282,0.006,-0.012,-0.03,2234800.0,154656421.0,2022-03-16,0.014450095156411255,0,-0.05706622535452393,0,Low
Reef Finance,0.008455524242,0.024,0.025,0.034,21823319.0,153505883.0,2022-03-16,0.14216601066683549,0,2.95664695464071,0,High
World Mobile Token,0.656382,0.002,0.005,-0.005,1215991.0,153058923.0,2022-03-16,0.007944593991426427,0,0.007617515410233675,0,Low
Mango,0.148804,0.021,0.011,-0.026,535237.0,152354623.0,2022-03-16,0.0035130998289431624,0,0.07392274401225774,0,Low
Beldex,0.101366,0.018,0.013,0.44,172723.0,152144019.0,2022-03-16,0.0011352598750529917,0,0.1282481305368664,0,Low
Poollotto.finance,17.61,0.004,0.004,0.015,737205.0,152110576.0,2022-03-16,0.0048465071882970185,0,0.0002271436683702442,0,Low
Biconomy,1.31,0.012,0.077,0.035,29389338.0,151360962.0,2022-03-16,0.1941672252320912,0,0.05877862595419847,0,High
FEG Token,3.708e-09,0.017,0.009,0.024,1093047.0,151073649.0,2022-03-16,0.007235192948837821,0,2427184.466019417,0,Low
Ion,7053.41,0.0069999999999999,0.001,-0.143,100410.0,150512232.0,2022-03-16,0.0006671218589064575,0,1.417753965812281e-07,0,Low
MMFinance,1.1,0.015,0.043,0.325,41252022.0,150442869.0,2022-03-16,0.2742039039417681,0,0.039090909090909086,0,High
Origin Dollar,0.993428,0.001,-0.002,0.001,886336.0,150338408.0,2022-03-16,0.005895605865402007,0,-0.0020132309538285612,0,Low
Verge,0.009127060437,0.024,0.027,-0.047,4578538.0,149908633.0,2022-03-16,0.030542190322021014,0,2.958236135979254,0,Medium
Kishu Inu,1.544e-09,0.046,0.094,0.147,7104908.0,149823531.0,2022-03-16,0.04742184323502561,0,60880829.01554404,0,Medium
Band Protocol,3.62,0.027,0.05,0.043,25806815.0,149778191.0,2022-03-16,0.17230021826074798,0,0.013812154696132598,0,High
Tokamak Network,3.57,0.01,0.025,-0.024,2216118.0,149004019.0,2022-03-16,0.014872873999459035,0,0.0070028011204481795,0,Low
Storj,1.04,0.023,0.042,0.106,29384442.0,147999404.0,2022-03-16,0.1985443265703962,0,0.04038461538461539,0,High
VeThor Token,0.003245192677,0.021,-0.004,0.062,5301268.0,147086117.0,2022-03-16,0.03604193317578708,0,-1.2325924523217455,0,Medium
USDX,0.969027,0.008,0.015,0.001,876536.0,146788183.0,2022-03-16,0.005971434362669371,0,0.015479444845190073,0,Low
OriginTrail,0.400529,0.016,0.009,-0.042,2381151.0,146343514.0,2022-03-16,0.016270970505737618,0,0.022470283050665493,0,Medium
Merit Circle,2.09,0.025,0.068,0.036,25892084.0,146317069.0,2022-03-16,0.17695873883312957,0,0.03253588516746412,0,High
aelf,0.318783,0.018,0.016,-0.012,12922826.0,145914636.0,2022-03-16,0.0885642890545949,0,0.05019088219886255,0,High
Akash Network,1.09,0.016,-0.001,0.019,1755865.0,145104697.0,2022-03-16,0.012100676520485068,0,-0.0009174311926605504,0,Low
GPEX,3.83,0.006,0.002,-0.072,179427.0,144648026.0,2022-03-16,0.0012404386355054718,0,0.0005221932114882506,0,Low
StarLink,1.4396811e-05,0.045,0.022,-0.004,13867876.0,143867182.0,2022-03-16,0.096393602816242,0,1528.1161918427629,0,High
Pundi X [OLD],0.000600991914,0.0,-0.015,-0.128,0.0,142146180.0,2022-03-16,0.0,0,-24.95873846316009,0,Low
Acala,1.1,0.035,0.022,0.018,13275096.0,140584940.0,2022-03-16,0.09442758235697224,0,0.019999999999999997,0,High
Orchid Protocol,0.237795,0.021,0.0,0.066,12106980.0,139760673.0,2022-03-16,0.08662651474209773,0,0.0,0,High
Beta Finance,0.387492,0.019,0.012,-0.072,18604900.0,138948965.0,2022-03-16,0.1338973629634449,0,0.030968381282710355,0,High
Ark,0.834377,0.0069999999999999,0.017,-0.0279999999999999,2749604.0,137522294.0,2022-03-16,0.019993878228936467,0,0.020374482997493937,0,Medium
STASIS EURO,1.1,0.006,0.008,0.0139999999999999,4643750.0,136959838.0,2022-03-16,0.03390592503475362,0,0.007272727272727273,0,Medium
Magic,2.78,0.069,0.283,0.004,7430205.0,136718105.0,2022-03-16,0.05434689867885457,0,0.10179856115107913,0,Medium
Keep3rV1,360.63,0.0069999999999999,0.022,0.006,22218089.0,135437476.0,2022-03-16,0.16404683294600086,0,6.1004353492499236e-05,0,High
Polkastarter,1.54,0.03,-0.012,0.31,200132514.0,135061007.0,2022-03-16,1.4817934387235836,0,-0.007792207792207792,0,High
Hxro,0.305377,0.008,0.0139999999999999,-0.062,133516.0,133894630.0,2022-03-16,0.0009971721793472972,0,0.04584497195270076,0,Low
flexUSD,1.01,0.001,0.0,0.004,179309.0,132954034.0,2022-03-16,0.0013486540769421106,0,0.0,0,Low
Bezoge Earth,3.051e-09,0.012,-0.005,-0.0409999999999999,189402.0,132913608.0,2022-03-16,0.0014250008170720938,0,-1638806.948541462,0,Low
MaidSafeCoin,0.29492,0.023,0.01,0.045,3041.72,132775927.0,2022-03-16,2.290867078638434e-05,0,0.033907500339075004,0,Low
Prometeus,7.96,0.017,0.008,0.015,1069360.0,130200675.0,2022-03-16,0.008213167865681189,0,0.0010050251256281408,0,Low
Iron Bank EURO,1.08,0.0,-0.004,0.009,95258.1,130044220.0,2022-03-16,0.0007325054508381842,0,-0.0037037037037037034,0,Low
Metadium,0.076908861633,0.0069999999999999,-0.036,0.046,32828560.0,129878030.0,2022-03-16,0.2527645360805057,0,-0.46808650181025624,0,High
Sperax,0.166557,0.008,-0.017,-0.021,464074.0,129752776.0,2022-03-16,0.0035766017060012653,0,-0.10206716019140595,0,Low
iExec RLC,1.81,0.019,0.057,0.075,6449965.0,129524554.0,2022-03-16,0.049797237672789055,0,0.03149171270718232,0,Medium
DUSK Network,0.325281,0.021,-0.046,-0.038,27805515.0,129420731.0,2022-03-16,0.2148459121282509,0,-0.1414161909241548,0,High
DEAPCOIN,0.027606422572,0.004,-0.009,-0.133,5292541.0,128916638.0,2022-03-16,0.04105397939403291,0,-0.32601109312614485,0,Medium
StormX,0.01399186433,0.025,0.022,0.003,2316593.0,128800635.0,2022-03-16,0.017985881824262744,0,1.5723422898569515,0,Medium
RMRK,13.65,0.03,0.044,0.006,4743523.0,128405686.0,2022-03-16,0.036941689638261034,0,0.003223443223443223,0,Medium
Qredo,2.55,0.035,0.134,0.089,23819831.0,126060547.0,2022-03-16,0.1889554786716894,0,0.052549019607843146,0,High
Stratis,0.931273,0.015,0.026,-0.0139999999999999,3193483.0,125656753.0,2022-03-16,0.025414336466262184,0,0.027918773549753938,0,Medium
STP Network,0.085865788522,0.0069999999999999,0.006,-0.0409999999999999,11751380.0,125461512.0,2022-03-16,0.09366521901951891,0,0.06987649101321322,0,High
Steem,0.315524,0.013,0.01,0.009,6019119.0,124507907.0,2022-03-16,0.048343267066564694,0,0.03169331017608803,0,Medium
Alpha Finance,0.279294,0.018,0.054,0.021,7405255.0,124373230.0,2022-03-16,0.05954058602482222,0,0.19334464757567296,0,Medium
NKN,0.192439,0.03,0.078,0.064,9196680.0,124009174.0,2022-03-16,0.07416128745442656,0,0.40532324528811725,0,High
RSK Infrastructure Framework,0.150149,0.017,0.032,0.0069999999999999,1193005.0,123524355.0,2022-03-16,0.009658054883184778,0,0.21312163251170504,0,Low
Balancer,11.45,0.0279999999999999,0.022,0.01,24421512.0,123217404.0,2022-03-16,0.19819855967749492,0,0.0019213973799126639,0,High
Dawn Protocol,1.7,0.016,0.023,0.033,2418035.0,122765002.0,2022-03-16,0.01969645225110655,0,0.013529411764705882,0,Medium
GXChain,1.64,0.021,-0.008,-0.019,11166637.0,122187268.0,2022-03-16,0.09138953004497981,0,-0.004878048780487805,0,High
Sun Token,0.01159957152,0.012,0.013,0.02,35127631.0,121791772.0,2022-03-16,0.2884236793927261,0,1.120731052658745,0,High
Dero,10.86,0.034,0.015,-0.141,810741.0,120268451.0,2022-03-16,0.006741094553550041,0,0.0013812154696132596,0,Low
Kirobo,0.126408,0.019,0.019,-0.074,30233.26,119964465.0,2022-03-16,0.00025201846230048203,0,0.15030694259856972,0,Low
Alien Worlds,0.096545880435,0.036,0.039,-0.002,44383919.0,119120382.0,2022-03-16,0.3725971849217206,0,0.40395302030786234,0,High
Strike,37.95,0.0069999999999999,0.0139999999999999,-0.031,9721665.0,118658676.0,2022-03-16,0.08192966016239722,0,0.0003689064558629749,0,High
Aavegotchi,1.95,0.0069999999999999,0.008,0.017,28297857.0,117328055.0,2022-03-16,0.2411857675472418,0,0.0041025641025641026,0,High
Victoria VR,0.144477,0.051,-0.003,0.032,7068380.0,117291824.0,2022-03-16,0.06026319447466347,0,-0.02076455075894433,0,Medium
Ankr Reward-Bearing Staked ETH,2196.39,0.021,0.002,-0.02,1309490.0,116894099.0,2022-03-16,0.011202361891681119,0,9.105850964537264e-07,0,Low
Decentral Games,0.306293,0.005,0.002,0.003,854759.0,116422219.0,2022-03-16,0.007341888922422961,0,0.006529695422357025,0,Low
Meerkat Shares,12965.17,0.013,0.03,0.922,8304162.0,115928010.0,2022-03-16,0.0716320585508196,0,2.31389175768617e-06,0,High
FUNToken,0.010933267139,0.012,-0.004,-0.011,853332.0,115804492.0,2022-03-16,0.007368729703507529,0,-0.36585587355966276,0,Low
THORChain (ERC20),7.15,0.07,-0.07,0.762,1838591.0,115794807.0,2022-03-16,0.015878009106228747,0,-0.009790209790209791,0,Medium
TrueFi,0.180166,0.025,-0.008,0.069,9656824.0,115725924.0,2022-03-16,0.08344564179068469,0,-0.04440349455502148,0,High
agEUR,1.1,0.003,0.003,0.011,3811883.0,115711833.0,2022-03-16,0.03294289703283847,0,0.002727272727272727,0,Medium
sETH2,2740.47,0.027,0.035,0.068,19698.74,114815124.0,2022-03-16,0.00017156920894846573,0,1.2771531890515132e-05,0,Low
Maple,25.38,-0.005,-0.019,0.154,3006803.0,114666914.0,2022-03-16,0.026222062625667245,0,-0.0007486209613869188,0,Medium
Spookyswap,12.83,0.0279999999999999,-0.0279999999999999,-0.109,5125254.0,114555634.0,2022-03-16,0.04474030495959719,0,-0.0021823850350740372,0,Medium
AIOZ Network,0.237396,0.047,0.287,0.241,13715452.0,114207956.0,2022-03-16,0.12009191373672776,0,1.2089504456688402,0,High
Tomb Shares,2920.47,0.043,0.077,-0.351,10610367.0,113643147.0,2022-03-16,0.093365656267861,0,2.6365619232520796e-05,0,High
Beefy.Finance,1455.73,0.012,0.047,-0.059,1429792.0,112999254.0,2022-03-16,0.01265311008159399,0,3.228620692023933e-05,0,Low
TitanSwap,1.13,0.0,-0.002,-0.072,24704.16,112504097.0,2022-03-16,0.00021958453655247773,0,-0.001769911504424779,0,Low
Phantasma,1.08,0.0279999999999999,0.13,-0.024,2762350.0,112079479.0,2022-03-16,0.024646349399964646,0,0.12037037037037036,0,Medium
Tornado Cash,47.91,0.023,0.006,-0.071,10096292.0,111960444.0,2022-03-16,0.09017731298028793,0,0.00012523481527864746,0,High
Alchemix,95.14,0.0279999999999999,-0.042,-0.125,8581305.0,111651916.0,2022-03-16,0.07685766001543583,0,-0.0004414546983392895,0,High
DODO,0.391699,0.033,0.064,0.0,53854854.0,111498427.0,2022-03-16,0.4830099890108764,0,0.16339076688988227,0,High
Hoo Token,1.34,-0.002,0.049,-0.0139999999999999,8376366.0,111488236.0,2022-03-16,0.07513228570591071,0,0.036567164179104474,0,High
BTC Standard Hashrate Token,15.38,0.032,0.022,-0.08,10770376.0,110711281.0,2022-03-16,0.09728345569409498,0,0.0014304291287386215,0,High
KardiaChain,0.033106050211,0.005,0.012,0.092,3633167.0,110596002.0,2022-03-16,0.0328507987115122,0,0.36247150969440667,0,Medium
Klever,0.021137782806,0.027,0.034,0.054,4429411.0,109983784.0,2022-03-16,0.04027330974537119,0,1.608494150595068,0,Medium
Orion Protocol,3.13,0.066,0.069,0.022,10611478.0,108618470.0,2022-03-16,0.09769496845241882,0,0.022044728434504796,0,High
BENQI Liquid Staked AVAX,73.3,0.035,0.036,0.003,232010.0,108588792.0,2022-03-16,0.002136592513157343,0,0.0004911323328785812,0,Low
PlatON Network,0.045411075152,0.011,0.01,-0.0579999999999999,4190176.0,108434635.0,2022-03-16,0.03864241346872242,0,0.22021059766869625,0,Medium
Hathor,0.479597,0.052,0.047,0.025,3389005.0,108345431.0,2022-03-16,0.03127963005657341,0,0.09799894494752887,0,Medium
Kava Swap,1.81,-0.009,-0.013,0.02,1850449.0,107989085.0,2022-03-16,0.01713551883507486,0,-0.00718232044198895,0,Medium
Proton,0.010978430413,0.022,-0.02,-0.067,4912504.0,107238670.0,2022-03-16,0.04580907241762696,0,-1.821754043849219,0,Medium
Utrust,0.233365,0.018,-0.011,-0.0069999999999999,6103029.0,107165105.0,2022-03-16,0.05694977856831288,0,-0.047136460051850106,0,Medium
Regen,0.862787,0.018,0.036,0.002,113190.0,106505797.0,2022-03-16,0.0010627590533874884,0,0.04172524620792849,0,Low
My Neighbor Alice,6.07,0.032,0.057,-0.002,99300009.0,105126141.0,2022-03-16,0.9445796074641416,0,0.009390444810543658,0,High
BakerySwap,0.548429,0.027,0.033,-0.005,11013168.0,104901896.0,2022-03-16,0.10498540464893028,0,0.06017187274925286,0,High
QuarkChain,0.015632618015,0.009,0.006,-0.019,2276212.0,103653419.0,2022-03-16,0.021959835208137227,0,0.3838128708987073,0,Medium
